Robot,Distance [m],Levels,Cargo [kg],Elevation [m],Battery Level,Time of Day [h],Battery Error,Energy [kJ]
R2,107.04,3,2.73,12,0.6631107568546275,8.57,0,3.36518
R1,226.64,2,2.14,8,0.7362438411755304,11.64,0,16.98444
R1,128.51,4,0.79,16,0.6780997459704998,4.77,0,4.32331
R2,241.93,5,0.0,20,0.26751849106392345,16.2,0,11.5616
R1,144.7,3,2.5,12,0.91913904037832,7.65,0,4.78464
R1,374.36,2,1.48,8,0.3753945269355278,7.57,0,10.43754
R2,258.39,4,0.0,16,0.39641782737681275,15.26,0,12.15462
R1,120.51,3,0.53,12,0.2288938075696516,23.63,0,3.73675
R1,203.38,3,5.75,12,0.8530441915518452,9.87,0,16.58882
R2,357.91,3,1.0,12,0.4792379632925118,17.64,0,7.5329
R2,134.77,3,0.57,12,0.3414046891781337,16.33,0,6.81717
R2,130.05,2,4.58,8,0.8210633202097033,23.97,0,4.85155
R2,301.4,6,6.37,24,0.9672228177137283,20.82,0,12.88047
R1,211.0,2,0.0,8,0.41935776543005254,22.65,0,5.64266
R1,133.67,3,1.01,12,0.4842296102092327,22.66,0,4.17677
R2,183.53,3,1.26,12,0.4576718614937456,7.18,0,4.39826
R1,126.49,4,4.65,16,0.8440870118155848,0.07,0,4.97479
R1,339.33,3,4.47,12,0.9774995059659268,22.49,0,11.0898
R2,175.5,4,1.44,16,0.6446096783261397,6.58,0,4.3846
R2,92.07,2,4.37,8,0.7689384904924079,9.7,0,5.9385
R1,253.65,2,4.0,8,0.6737384670189002,14.51,0,19.62522
R2,366.9,4,3.52,16,0.44277731760353933,3.32,0,11.37574
R1,268.83,2,3.41,8,0.9723478303656835,12.66,0,20.60216
R2,110.97,2,3.99,8,0.7615151906857403,5.91,0,3.74689
R1,138.59,5,3.81,20,0.8705979820767771,9.74,0,11.59193
R2,220.52,4,5.7,16,0.6328090874014313,6.31,0,8.89135
R2,83.69,5,1.8,20,0.8764746631021029,10.68,0,5.18053
R1,378.67,2,0.0,8,0.7623089688641722,14.76,0,27.07773
R1,243.69,4,5.51,16,0.6158564215541337,10.12,0,20.15979
R1,303.18,3,0.0,12,0.7380539377312415,6.75,0,8.27856
R2,252.92,3,1.02,12,0.7642886135846496,10.15,0,12.60167
R1,204.1,4,8.33,16,0.3820809773326559,12.41,0,17.66604
R1,207.36,4,0.5,16,0.7542525195852153,14.15,0,15.51856
R1,338.98,2,2.41,8,0.19553024868702296,3.49,0,9.97748
R2,143.12,2,4.05,8,0.835382946158797,23.87,0,4.81386
R1,222.16,2,0.0,8,0.3466455400763878,10.26,0,16.04497
R2,163.98,4,1.02,16,0.9481150599700637,8.76,0,4.14761
R2,109.45,4,2.78,16,0.3883925696755258,17.67,0,3.67777
R2,250.09,2,2.39,8,0.7206622685871112,8.87,0,6.63378
R1,322.17,3,1.13,12,0.3505726696694632,4.27,0,9.10139
R2,259.12,3,8.28,12,0.9035980437609755,19.87,0,12.46641
R1,238.63,4,1.82,16,0.8339122001875984,23.64,0,7.6204
R1,135.48,3,2.06,12,0.4600645746915428,8.54,0,4.43541
R1,85.68,4,0.34,16,0.7025759343642517,1.95,0,3.01225
R1,58.62,3,2.68,12,0.5905882870815159,15.23,0,5.06137
R2,188.52,2,6.7,8,0.9138682952130956,18.72,0,8.11322
R2,270.5,2,2.35,8,0.8110956609196249,19.96,0,7.06293
R2,116.47,2,2.92,8,0.7852133637464184,5.21,0,3.58705
R1,143.55,3,0.0,12,0.6103408970468285,11.31,0,10.78119
R2,159.62,3,2.03,12,0.8030307704677365,12.43,0,8.71877
R1,249.21,3,6.26,12,0.787601462982265,20.63,0,9.03226
R1,257.73,4,6.26,16,0.8000865955478286,4.7,0,9.39573
R1,304.58,2,5.06,8,0.5458166450688049,4.54,0,10.01297
R1,299.83,2,3.6,8,0.6098346496908209,15.91,0,22.56539
R2,356.11,2,0.0,8,0.6078405685169997,18.22,0,6.27177
R1,142.76,3,0.0,12,0.6911728407267355,0.25,0,4.3009
R1,142.1,2,0.0,8,0.817832383158428,18.47,0,4.07344
R2,120.1,3,5.38,12,0.9560087768355088,10.26,0,8.1474
R1,226.5,3,2.99,12,0.6331998112589532,18.33,0,7.46572
R2,153.33,3,4.11,12,0.6232273948256156,15.89,0,9.45462
R2,253.6,3,4.19,12,0.9445551368152558,23.01,0,8.59719
R2,359.42,3,1.66,12,0.32005629797918744,2.67,0,8.65952
R1,114.33,1,0.9,4,0.5149789080671807,17.56,0,3.35822
R1,52.85,4,6.45,16,0.5232329355730423,19.21,0,2.85512
R1,117.13,3,0.0,12,0.17279024847878255,23.61,0,3.59521
R2,201.77,1,1.07,4,0.12389268675028686,10.05,0,10.01838
R2,148.37,3,3.66,12,0.16690680586684725,3.3,0,4.86594
R2,314.06,3,3.43,12,0.10936164993979469,22.79,0,9.5808
R1,134.32,2,2.89,8,0.908048378395914,7.11,0,4.28687
R2,214.87,3,1.09,12,0.21907085107668134,7.76,0,4.77114
R1,135.77,2,0.46,8,0.6782692351212309,21.69,0,3.84611
R1,148.88,4,4.25,16,0.7145391877927539,3.61,0,5.30443
R1,276.18,4,2.83,16,0.6895280091277762,21.86,0,8.84135
R1,93.78,4,0.36,16,0.253727831897527,20.12,0,3.26205
R2,184.94,5,0.0,20,0.41231454497589015,23.06,0,4.00826
R1,442.65,4,3.91,16,0.8963148170015587,22.18,0,14.22391
R1,320.71,4,4.73,16,0.8790768400219583,15.88,0,25.78543
R1,310.44,5,4.27,20,0.3831025980862439,11.85,0,24.79009
R2,66.04,3,6.3,12,0.6009716362402757,19.34,0,3.03632
R2,96.62,2,0.0,8,0.33801579517895464,3.18,0,1.93218
R1,170.63,2,1.39,8,0.6674719739834296,0.23,0,4.87083
R1,312.49,4,6.0,16,0.410449818259923,14.2,0,25.23525
R2,148.0,3,3.2,12,0.4681353247672043,2.86,0,4.64715
R2,126.68,2,4.79,8,0.39414750163340606,22.66,0,4.71156
R2,183.49,3,0.0,12,0.8835280120595721,7.37,0,3.47699
R1,105.91,3,3.83,12,0.579463841451961,3.81,0,3.86188
R1,189.28,4,4.54,16,0.7137064821247558,3.13,0,7.04034
R2,131.3,3,2.87,12,0.8765707234868749,9.58,0,7.82691
R2,138.38,3,6.42,12,0.8351991770524846,18.89,0,6.25481
R2,270.48,4,1.24,16,0.92584751708687,10.44,0,13.91724
R2,205.28,4,0.0,16,0.7803886193524345,4.19,0,4.06882
R2,127.1,3,5.09,12,0.9156736622212187,3.14,0,5.04851
R2,105.49,2,0.0,8,0.7911119512971704,10.12,0,4.98181
R2,89.82,3,2.7,12,0.5479821851320288,5.15,0,2.91464
R1,247.42,3,0.86,12,0.9006901689980994,2.17,0,6.8413
R1,201.37,3,3.81,12,0.2784779015687179,22.54,0,6.99691
R2,272.8,4,1.12,16,0.4327715070222602,7.99,0,6.1887
R1,260.14,3,2.9,12,0.47246947985122667,3.86,0,8.12993
R1,172.85,3,0.0,12,0.11322338295183065,1.83,0,4.87637
R2,341.8,2,2.88,8,0.8282535151100434,14.79,0,18.96194
R1,56.15,2,5.71,8,0.7204060526273508,17.89,0,2.34081
R1,228.58,2,7.3,8,0.4162343999643001,12.49,0,18.82761
R1,102.22,2,2.51,8,0.4336145382647726,20.56,0,3.51156
R2,185.11,1,6.0,4,0.8090303411101655,18.06,0,7.07796
R1,104.36,4,4.32,16,0.2823358216825208,16.15,0,9.05701
R1,306.97,3,3.25,12,0.4605340841856146,17.69,0,9.4867
R2,108.76,3,2.99,12,0.7249266874539162,13.94,0,6.4175
R2,79.4,3,0.93,12,0.13233923974682715,18.15,0,2.30068
R2,216.49,2,2.75,8,0.15750411997761493,13.3,0,11.97078
R1,295.85,3,3.18,12,0.9286826380767441,20.51,0,9.10916
R1,267.45,5,2.92,20,0.3119707202595077,17.45,0,8.8168
R1,174.18,3,0.0,12,0.7353666327568468,15.92,0,12.84628
R1,125.1,2,2.95,8,0.4915020145684973,5.05,0,4.23649
R2,369.81,3,1.87,12,0.11200241048414405,11.95,0,19.37113
R2,277.66,4,7.57,16,0.9600936925561433,16.67,0,20.26893
R1,234.65,3,3.59,12,0.8460273083419554,9.51,0,18.21343
R1,235.97,4,3.92,16,0.8144853869591162,21.87,0,7.9772
R1,80.44,4,0.0,16,0.4474703274497035,17.52,0,2.95816
R2,153.0,3,3.01,12,0.15112159891424537,21.97,0,4.80319
R1,147.61,2,3.17,8,0.9775089258234254,16.7,0,11.6732
R2,163.29,3,1.1,12,0.3136532931809478,11.27,0,8.32103
R1,81.44,2,2.47,8,0.856011744548635,15.69,0,6.60946
R2,290.84,4,0.0,16,0.6372600692572372,0.68,0,5.59267
R1,406.51,3,5.77,12,0.16810071133780113,13.5,0,33.21387
R2,207.67,3,2.2,12,0.8877766441034312,7.73,0,5.54187
R2,153.89,3,2.68,12,0.3376766313546886,23.94,0,4.61829
R1,190.78,5,5.92,20,0.46305747496146377,14.19,0,16.23742
R2,90.13,4,1.45,16,0.7217390266751945,2.52,0,2.81826
R2,144.14,2,3.32,8,0.6254738197066123,4.55,0,4.60151
R2,290.09,5,1.62,20,0.8877127806997214,12.52,0,15.25117
R1,74.74,2,1.3,8,0.9360251096792801,6.26,0,2.44712
R1,207.85,3,5.7,12,0.6888714362559176,5.57,0,7.40366
R2,210.46,3,3.66,12,0.6173280348423511,15.12,0,12.52381
R2,184.06,4,0.98,16,0.8229842233998341,16.51,0,9.51565
R1,294.69,3,3.1,12,0.3109148508306414,0.56,0,9.30279
R1,96.22,3,2.03,12,0.8378560885873564,14.75,0,7.48733
R1,124.75,3,2.76,12,0.4649895275766911,16.54,0,10.07742
R2,195.62,3,7.9,12,0.5379783662820958,17.27,0,9.25192
R1,225.55,6,0.58,24,0.9558213216196674,3.47,0,7.04148
R2,181.6,3,4.29,12,0.202727838572327,17.48,0,6.27996
R1,116.08,4,0.0,16,0.4916296205599364,21.33,0,3.97253
R1,245.98,3,6.23,12,0.7643009189673282,9.54,0,19.72219
R1,284.87,3,0.27,12,0.6069539570437774,19.5,0,7.81964
R2,159.12,4,0.38,16,0.8530344801519109,12.77,0,7.87539
R1,275.49,5,3.76,20,0.79204704171676,0.53,0,9.35941
R2,186.04,3,3.33,12,0.8343738967194763,5.95,0,5.70184
R2,106.45,4,4.6,16,0.9154456679582891,4.9,0,4.19669
R2,376.8,2,1.04,8,0.6894184807704908,17.87,0,8.09691
R2,92.44,3,0.0,12,0.6767238925982288,15.46,0,4.68112
R1,60.47,4,8.12,16,0.3239690863228297,13.49,0,6.02155
R1,295.66,3,0.96,12,0.6665629930784447,9.64,0,21.77291
R1,84.9,3,5.97,12,0.8948950526259498,14.97,0,7.46738
R2,325.29,2,5.52,8,0.763223334862576,21.52,0,12.27793
R2,162.92,3,1.93,12,0.9060717761928566,8.71,0,4.35792
R2,190.07,3,0.0,12,0.8263373254512256,11.82,0,9.16288
R1,210.64,3,1.0,12,0.5970705872257505,12.95,0,15.64606
R2,234.14,3,1.23,12,0.5728469578486838,0.99,0,5.35315
R1,157.17,3,5.46,12,0.7212550435108451,18.52,0,5.77112
R1,98.07,4,2.46,16,0.7205793627012056,0.24,0,3.78423
R1,111.03,3,7.31,12,0.7226254880340865,23.96,0,4.37104
R1,209.27,3,1.43,12,0.8659038874561792,11.42,0,15.56689
R1,164.51,3,2.79,12,0.3803209090222418,22.63,0,5.5341
R2,83.71,4,4.4,16,0.46845145181388603,19.38,0,3.40702
R2,121.36,4,4.01,16,0.7531675425180692,6.87,0,4.41208
R2,192.4,3,5.07,12,0.20282081195530854,11.36,0,12.65102
R2,122.88,4,4.37,16,0.8529751508254199,17.15,0,4.53822
R2,119.99,3,3.36,12,0.31402214906272063,18.24,0,3.95349
R2,283.2,5,0.0,20,0.44208776349568235,6.05,0,5.49876
R1,155.21,1,2.01,4,0.3181725266555048,16.77,0,11.37536
R2,207.09,3,1.26,12,0.24491079606713884,1.55,0,4.90774
R2,250.77,2,0.79,8,0.8073828875167891,21.48,0,5.35178
R1,155.39,4,7.63,16,0.9209963158679646,18.11,0,6.26853
R1,82.64,2,0.0,8,0.6133168145629175,15.39,0,6.27372
R1,66.45,3,3.22,12,0.4197084383158497,7.1,0,2.73198
R2,107.35,4,2.52,16,0.3764232302313172,16.74,0,6.49895
R1,219.83,3,2.28,12,0.09965331634485763,17.1,0,8.97875
R2,65.5,2,1.67,8,0.8604011628105228,22.88,0,1.84905
R1,355.58,2,3.93,8,0.4485669157102735,10.33,0,27.0933
R1,205.56,4,4.41,16,0.8427888947043856,15.38,0,16.53459
R2,289.36,3,4.56,12,0.5863881843980411,23.91,0,10.04437
R1,282.38,3,4.7,12,0.4058627438804553,1.47,0,9.34927
R1,181.44,4,2.16,16,0.8616745951545255,0.54,0,6.03341
R1,175.2,4,2.61,16,0.22518984349517812,11.53,0,13.74945
R2,89.02,6,5.9,24,0.42718683960629633,15.71,0,6.8502
R2,225.66,3,0.73,12,0.9168586033289766,18.41,0,4.68965
R2,211.05,2,4.25,8,0.9660334826994209,21.68,0,7.2979
R2,203.51,1,3.27,4,0.933461781451477,18.81,0,5.99107
R2,356.17,3,1.86,12,0.8388237235293632,7.82,0,8.77271
R2,76.74,4,4.12,16,0.4449270647127834,14.8,0,5.38183
R2,144.77,3,3.06,12,0.9279720440817029,18.15,0,4.59965
R1,111.56,3,3.05,12,0.5675454233907662,5.24,0,3.78199
R2,213.84,4,2.85,16,0.7707863333276395,3.57,0,6.37728
R1,217.34,3,0.0,12,0.8661684137383876,11.45,0,15.90211
R2,153.81,3,1.61,12,0.40267604926688916,11.41,0,8.50871
R1,345.63,5,6.58,20,0.1683638554823208,0.99,0,12.76503
R2,165.71,2,0.0,8,0.46994595395340677,6.98,0,3.1414
R2,92.3,4,5.97,16,0.415998081381189,0.51,0,4.30042
R1,291.42,4,0.0,16,0.6469850053837468,9.73,0,21.15784
R1,135.37,6,0.0,24,0.657455027170909,0.04,0,4.78281
R1,269.79,3,1.06,12,0.6501565155436491,9.6,0,19.64594
R1,256.23,5,2.57,20,0.6757794727855173,11.01,0,19.72652
R2,304.91,5,4.09,20,0.6170944839466536,3.66,0,10.30913
R2,164.74,2,3.04,8,0.74674952105604,16.86,0,9.53634
R2,232.54,2,1.31,8,0.5656230091325181,0.67,0,5.17866
R2,119.67,4,5.89,16,0.6157875903585504,0.43,0,5.28431
R1,138.09,3,0.0,12,0.6978535949830853,22.36,0,4.16413
R1,94.07,4,2.89,16,0.5880925369177625,9.44,0,7.85877
R1,409.84,4,2.9,16,0.7027353047723983,9.16,0,31.34408
R1,110.54,2,3.9,8,0.9323598252162313,3.78,0,3.85215
R2,157.35,2,3.94,8,0.13609670292708897,21.79,0,5.12465
R2,81.09,3,2.33,12,0.7113600814427234,4.83,0,2.61516
R1,238.71,1,0.55,4,0.8881892194475761,20.47,0,6.47042
R1,155.43,2,1.95,8,0.832412153925081,15.37,0,11.5794
R1,326.44,1,0.0,4,0.573208540648869,2.56,0,8.29937
R2,142.3,3,4.1,12,0.20814971586689357,1.42,0,5.01843
R1,81.24,2,5.55,8,0.6805272602403865,20.16,0,3.21229
R1,112.83,4,2.33,16,0.9329380087807981,8.67,0,4.23042
R1,131.58,4,5.49,16,0.8676192846339814,2.98,0,5.20957
R1,84.88,1,0.95,4,0.9056099724188441,16.27,0,6.21842
R2,247.36,4,0.0,16,0.4890061003820393,22.96,0,4.62895
R1,92.09,2,1.32,8,0.8635188843849505,1.46,0,2.93835
R2,132.35,4,3.98,16,0.3699538662266888,10.51,0,8.3366
R2,193.55,3,0.8,12,0.4603701298181656,1.02,0,4.28433
R2,167.04,3,3.91,12,0.2975887521026287,17.39,0,5.83236
R2,331.56,3,4.33,12,0.43089002242814367,9.76,0,20.27529
R1,143.45,3,1.44,12,0.6650253875622173,17.65,0,4.70348
R2,197.67,4,6.37,16,0.6058504465112515,8.44,0,8.52337
R1,89.15,4,0.0,16,0.6051477277012541,13.03,0,7.19457
R2,166.14,4,0.47,16,0.629647683883052,2.61,0,3.82187
R1,97.77,3,1.59,12,0.6111194623061524,18.34,0,3.23373
R1,271.7,3,5.74,12,0.22783596733241496,15.0,0,21.78413
R1,150.1,2,2.98,8,0.6306262911329339,18.98,0,4.99891
R2,76.54,2,3.36,8,0.7638713260281267,23.98,0,2.50463
R1,243.54,2,3.72,8,0.8397273505706789,21.89,0,7.79113
R1,236.5,3,0.43,12,0.6481618140348749,8.13,0,6.50991
R1,226.91,3,6.61,12,0.6490185091570979,11.08,0,18.75134
R1,103.14,3,3.57,12,0.40347443088057533,21.77,0,3.84714
R2,236.63,3,3.08,12,0.44347417854264337,9.56,0,13.5187
R2,85.09,2,1.92,8,0.7206217602538711,16.38,0,4.78552
R1,144.68,3,3.6,12,0.6127897545151173,13.22,0,11.46475
R1,235.02,3,3.93,12,0.6430625878655584,8.15,0,7.72886
R2,161.8,3,1.42,12,0.31542442427602646,17.31,0,3.99865
R2,325.06,5,0.0,20,0.4461498078191709,20.39,0,6.08502
R1,301.66,3,6.19,12,0.646501723305303,19.55,0,10.70463
R2,108.68,3,3.55,12,0.31215483140474676,5.49,0,3.83361
R1,274.31,2,0.0,8,0.6382038824887062,16.11,0,19.17638
R2,267.49,2,8.39,8,0.8591413242157033,12.65,0,20.01057
R1,370.27,2,3.09,8,0.5944794861767546,19.74,0,11.34079
R1,103.88,3,3.47,12,0.729451312971181,5.82,0,3.88638
R1,138.66,3,0.0,12,0.6907976107998193,13.52,0,10.34458
R1,255.14,3,3.66,12,0.3958574471112273,5.55,0,8.17856
R2,116.36,4,0.0,16,0.3482172059809595,2.52,0,2.7051
R1,272.47,1,0.35,4,0.43109190312369694,5.83,0,7.12137
R1,91.26,4,3.84,16,0.7566277756000039,10.5,0,7.88994
R1,158.01,2,0.53,8,0.4066738189697653,18.47,0,4.40791
R2,199.02,3,2.36,12,0.6041875078410774,23.18,0,5.65026
R1,102.06,3,0.66,12,0.5386705667851212,9.54,0,7.90935
R1,188.22,4,3.11,16,0.9385676769839939,23.39,0,6.5003
R2,197.83,2,7.81,8,0.48808588124073915,20.77,0,9.30507
R1,269.77,3,3.06,12,0.6326268260531762,7.08,0,8.3709
R1,163.2,2,2.75,8,0.8708050962944056,19.01,0,5.15558
R1,124.49,2,3.92,8,0.2570000092914958,0.65,0,4.11527
R1,174.34,3,2.72,12,0.37131376707059427,20.03,0,5.60128
R2,94.52,3,4.94,12,0.637507385991489,16.36,0,6.38857
R1,267.18,3,5.96,12,0.4681371844970015,18.36,0,9.5271
R2,228.79,3,8.39,12,0.8368834890879336,22.55,0,11.28653
R2,117.13,3,4.47,12,0.7355548580766909,5.57,0,4.3133
R1,253.42,5,3.96,20,0.6459965919796226,9.52,0,20.07652
R1,145.47,3,5.19,12,0.7747360599239234,12.8,0,11.75597
R2,345.67,3,1.16,12,0.6934541734526418,0.56,0,7.41477
R2,263.49,2,4.88,8,0.6048567721207371,16.79,0,16.75444
R2,142.31,3,0.91,12,0.7259992161630124,0.15,0,3.42545
R2,136.67,4,4.0,16,0.716775629311244,20.42,0,4.83518
R1,172.99,1,3.78,4,0.9599382161667304,8.5,0,5.45485
R2,383.67,5,2.83,20,0.5412725088353361,2.3,0,10.84327
R2,115.58,3,0.91,12,0.5681706245916572,6.19,0,2.82198
R2,90.49,1,7.35,4,0.6816184878852405,9.86,0,6.63984
R2,216.5,3,0.55,12,0.6812635582841915,5.2,0,4.50633
R1,193.11,3,2.98,12,0.5648157178101801,10.06,0,14.73369
R1,291.25,3,3.77,12,0.2661571506440852,10.93,0,22.53951
R1,105.18,3,1.53,12,0.6666923440638972,15.55,0,8.24877
R2,108.48,2,0.46,8,0.8893402716677402,15.16,0,5.39531
R2,282.41,3,2.23,12,0.7445084751897397,7.69,0,7.40838
R2,122.3,4,2.07,16,0.5250860313831468,10.86,0,6.89567
R2,272.57,1,2.39,4,0.7489517328080513,9.94,0,14.24412
R1,159.48,2,2.58,8,0.8221035673402916,22.69,0,4.9464
R2,155.93,4,1.68,16,0.5134151184989607,9.38,0,8.48532
R2,181.31,2,4.25,8,0.6828581194271968,0.64,0,5.99718
R1,217.91,3,4.24,12,0.5336094215998712,13.98,0,17.32819
R1,103.1,3,3.62,12,0.3176452658725122,18.82,0,3.90428
R1,129.01,4,4.39,16,0.7835837450301796,6.3,0,4.90074
R1,129.31,1,3.88,4,0.3541754649965315,13.93,0,9.88379
R1,232.42,3,1.93,12,0.5410395824453428,2.32,0,7.03757
R1,157.84,4,5.7,16,0.445455519646063,7.15,0,6.22002
R1,172.54,2,0.22,8,0.6469445035541066,13.36,0,12.29191
R1,87.39,3,7.75,12,0.6995427620333214,20.61,0,3.77756
R2,296.1,4,0.82,16,0.5845352389122673,8.36,0,6.5545
R2,85.71,3,1.25,12,0.6723054937464725,7.67,0,2.3091
R1,251.56,4,4.99,16,0.8747510614916664,20.64,0,8.92553
R1,167.82,4,4.31,16,0.9524190340837746,13.23,0,13.75165
R1,285.37,3,3.88,12,0.2620202281467823,1.89,0,9.2667
R1,145.3,2,2.8,8,0.827898645553325,6.55,0,4.6103
R1,189.43,2,2.86,8,0.5851179878456227,23.01,0,5.99059
R1,119.92,4,4.36,16,0.8125836503798565,17.36,0,4.68617
R1,240.4,3,2.94,12,0.5082446093400157,23.67,0,7.66847
R2,73.74,3,5.88,12,0.5880564120012518,9.83,0,5.49349
R2,90.19,4,6.12,16,0.8322027356672417,7.76,0,4.20195
R1,117.76,4,5.12,16,0.645396142691806,13.01,0,9.916
R1,70.49,2,6.62,8,0.3989511839133153,21.6,0,3.00111
R2,87.3,2,1.99,8,0.9792405050465123,22.45,0,2.33914
R1,112.74,4,1.92,16,0.4867306755509687,15.91,0,8.99091
R2,135.31,2,5.21,8,0.5386105612677348,1.63,0,5.06631
R2,335.28,2,2.05,8,0.1142152924491251,16.28,0,17.84094
R2,211.27,4,1.93,16,0.7143391311177745,6.05,0,5.56383
R1,112.38,3,1.46,12,0.6515316642265988,10.55,0,8.73921
R2,295.32,3,6.23,12,0.3491837901541962,12.56,0,20.1382
R1,79.1,4,0.0,16,0.5751136175571115,7.82,0,2.9641
R2,232.05,1,0.0,4,0.6865904631362789,23.86,0,3.94742
R2,141.17,3,4.43,12,0.7659789862635314,10.88,0,9.1484
R2,327.87,3,5.65,12,0.4152900427041625,20.29,0,12.49541
R1,195.59,4,1.34,16,0.8932041187022691,19.26,0,6.08124
R1,212.81,3,2.84,12,0.5408700525104135,7.42,0,6.79376
R1,102.78,4,0.99,16,0.39152450376958536,14.27,0,8.0521
R2,248.94,4,3.59,16,0.32076411068845834,2.8,0,8.01547
R2,241.13,1,3.67,4,0.9861789933921181,21.22,0,7.34874
R2,174.12,2,4.72,8,0.35910551492863263,2.07,0,6.04967
R1,93.26,3,5.38,12,0.6745574182610151,22.12,0,3.68654
R1,69.86,5,2.1,20,0.9206127819423211,16.06,0,6.20658
R1,64.37,4,4.3,16,0.5117662593898946,18.99,0,3.02785
R1,188.47,3,1.79,12,0.9548031123758839,22.05,0,5.86377
R2,370.81,3,2.09,12,0.7577401800001276,20.48,0,9.41474
R2,183.4,2,6.15,8,0.5925265775180097,20.88,0,7.50527
R2,242.49,2,4.18,8,0.3474051022209992,14.03,0,14.76497
R2,179.06,4,3.83,16,0.3874186335847807,16.04,0,11.06297
R2,92.2,3,5.49,12,0.6097080515517743,5.78,0,4.04124
R2,329.06,1,2.52,4,0.5542705613553269,1.71,0,8.55207
R2,257.18,2,3.0,8,0.8922802157263132,2.95,0,7.37006
R2,333.2,3,3.82,12,0.342878867578963,7.1,0,10.4895
R1,92.79,3,0.0,12,0.6153194414156081,3.87,0,2.99141
R2,196.36,3,1.28,12,0.5317415122645881,5.85,0,4.6655
R2,350.69,3,2.08,12,0.36332776902656827,13.63,0,18.92215
R1,330.15,4,1.12,16,0.37961441799287343,15.67,0,24.35619
R1,59.34,2,2.19,8,0.7900428670627574,14.06,0,4.82034
R1,240.95,2,3.27,8,0.5754677188347239,3.82,0,7.72591
R2,151.46,3,5.07,12,0.9332000413694291,12.73,0,10.22028
R2,120.72,1,5.23,4,0.5718889676518433,21.39,0,4.36387
R2,270.2,4,3.17,16,0.24126090545013879,8.49,0,8.08697
R1,234.39,2,1.73,8,0.43227956135511114,21.35,0,6.89225
R2,256.6,2,0.0,8,0.7942505784321097,1.6,0,4.53359
R2,204.58,2,2.96,8,0.4121548111931609,2.49,0,5.83277
R1,218.1,5,4.84,20,0.5511492814214357,10.43,0,18.11582
R1,106.51,3,2.08,12,0.9431963085129609,22.79,0,3.71895
R1,114.91,3,0.87,12,0.763474471007668,18.36,0,3.75125
R1,165.77,4,5.87,16,0.6911632821359173,14.3,0,14.03145
R2,95.27,3,1.78,12,0.6682567012454864,20.73,0,2.73781
R2,102.98,3,4.44,12,0.7809739456817276,11.58,0,6.75399
R1,121.39,2,8.07,8,0.331183455493437,23.6,0,4.88173
R2,246.61,3,0.0,12,0.5950526635667972,0.78,0,4.42779
R2,309.8,3,3.57,12,0.565011612099878,23.73,0,9.45986
R2,108.59,3,5.75,12,0.263481395768975,18.03,0,4.49851
R1,280.26,3,0.82,12,0.9674764331856149,23.37,0,8.06179
R2,120.14,4,4.68,16,0.8150792649491663,1.85,0,4.59529
R2,145.92,3,6.96,12,0.4223174315809063,13.36,0,10.56655
R2,150.43,3,2.49,12,0.7640262407899772,19.1,0,4.48461
R2,224.36,2,3.86,8,0.4398461688027405,6.75,0,7.03757
R1,211.1,3,4.23,12,0.7097460889162251,18.68,0,7.06864
R1,168.46,2,3.35,8,0.6241976603969335,6.17,0,5.46749
R1,69.03,3,0.26,12,0.5015401886833715,3.33,0,2.5442
R1,64.29,2,3.3,8,0.4835206610456645,17.75,0,2.54
R2,438.89,3,3.17,12,0.9170754580510483,5.37,0,12.70762
R1,94.1,2,1.8,8,0.5953223034175343,3.0,0,3.11601
R1,112.73,4,0.77,16,0.28331411519056127,9.78,0,8.87353
R2,205.18,4,0.0,16,0.7858177069888479,23.18,0,4.04357
R1,268.17,4,6.59,16,0.7029780391914917,7.1,0,9.97401
R2,314.94,3,1.7,12,0.8108508882915269,19.99,0,7.91005
R1,113.35,3,4.71,12,0.4954792255122906,6.38,0,4.39633
R1,105.66,3,5.13,12,0.6599250593814969,17.45,0,4.05977
R1,113.17,3,0.73,12,0.863278985529004,13.51,0,8.60115
R2,131.3,2,3.66,8,0.8209880867632818,20.61,0,4.50622
R2,127.14,3,2.91,12,0.8501927111426195,21.87,0,3.88853
R2,218.24,3,2.63,12,0.5323477535907939,21.46,0,6.02531
R1,85.71,4,1.8,16,0.7709274948298366,7.03,0,3.31755
R1,229.49,4,2.05,16,0.3496509830618142,21.82,0,7.34328
R1,300.77,4,0.0,16,0.45508100630610615,5.09,0,8.5868
R2,235.09,3,1.16,12,0.9222425688626553,7.97,0,5.35923
R1,176.71,3,6.09,12,0.43569822196317054,10.62,0,14.70108
R2,68.24,4,6.85,16,0.9478097773383808,7.13,0,3.74946
R2,187.28,4,4.52,16,0.9507313617035335,7.9,0,6.67136
R1,109.39,2,0.67,8,0.8339356426854418,5.14,0,3.29498
R2,307.13,3,3.24,12,0.33408597241530835,10.4,0,17.90928
R1,203.03,3,4.38,12,0.6835862008665161,5.75,0,7.16228
R1,238.1,5,3.71,20,0.46717321629481845,21.03,0,8.40541
R2,233.81,3,3.16,12,0.8133342151065879,21.54,0,7.05178
R1,165.07,3,1.05,12,0.9565176442760458,10.98,0,12.38421
R2,74.98,3,0.0,12,0.8089923685595931,23.33,0,1.80279
R2,91.42,3,1.58,12,0.8172802251851324,13.59,0,5.23675
R1,103.05,5,3.46,20,0.40261706039652767,21.33,0,4.26974
R2,101.99,4,5.59,16,0.18024339150151902,16.97,0,7.31561
R1,130.46,3,3.17,12,0.6094557280282988,1.86,0,4.49365
